id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
40165662,2020-03-17 4:00:00 PM PDT,2020-03-17,2020-03-17 23:00:00 UTC,Pacific Time (US & Canada),2613046,sarahtaubman,2020-03-18 04:03:07 UTC,2020-09-15 17:14:11 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/40165662,https://static.inaturalist.org/photos/63800680/medium.jpeg?1584504193,,"",A raccoon comes into my yard regularly at night. Haven't been able to get a photo but today I discovered these footprints. ,5,0,false,2,"Westchester, Los Angeles, CA, USA",33.9715004444,-118.3920402778,,,open,false,gps,gps,Common Raccoon,Procyon lotor,Common Raccoon,Mammalia,41663
40198988,2020-03-16 3:58:19 PM EDT,2020-03-16,2020-03-16 19:58:19 UTC,Eastern Time (US & Canada),707341,silverlake5377,2020-03-18 20:44:14 UTC,2020-03-19 15:59:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/40198988,https://static.inaturalist.org/photos/63855188/medium.jpeg?1584564260,,"",Obvious footprint ,1,0,false,2,"Lower Makefield Township, PA, USA",40.2057992778,-74.8702669722,,,open,false,gps,gps,White-tailed Deer,Odocoileus virginianus,White-tailed Deer,Mammalia,42223
40218482,2020-03-18 4:00:03 PM CDT,2020-03-18,2020-03-18 21:00:03 UTC,Central Time (US & Canada),1758002,ryanpudwell,2020-03-19 03:17:30 UTC,2020-03-19 03:20:54 UTC,research,,https://www.inaturalist.org/observations/40218482,https://static.inaturalist.org/photos/63888523/medium.jpeg?1584587868,,"",After weeks of searching in the area finally found some footprints.,1,0,false,2,"Springhill, Memphis, TN 38128, USA",35.195438,-89.9415819722,,,open,false,gps,gps,White-tailed Deer,Odocoileus virginianus,White-tailed Deer,Mammalia,42223
40294603,Fri Mar 20 2020 10:20:29 GMT-0400 (EDT),2020-03-20,2020-03-20 14:20:29 UTC,Eastern Time (US & Canada),742808,widnessj,2020-03-20 15:22:15 UTC,2020-03-24 12:32:37 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/40294603,https://static.inaturalist.org/photos/64010391/medium.jpg?1584717748,,"","Seems most consistent with raccoon tracks in the snow based on size, stride, pattern, & configuration of footprints. ",4,0,false,3,"Lake Raponda Rd, Wilmington, VT, US",42.87547167,-72.815405,4,,open,false,,,Striped Skunk,Mephitis mephitis,Striped Skunk,Mammalia,41880
40325251,2020/03/20 4:24 PM EDT,2020-03-20,2020-03-20 20:24:00 UTC,Eastern Time (US & Canada),2643909,hannahjanee,2020-03-20 22:21:09 UTC,2020-03-24 19:51:28 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/40325251,https://static.inaturalist.org/photos/64047707/medium.jpeg?1584742697,,"footprints, prints, tracks",About 1 inch wide.,0,0,false,,"Brookeville, MD 20833, USA",39.1806623,-77.0591452,550,,,false,,,,Mammalia,Mammals,Mammalia,40151
40346605,2019/03/10 5:27 PM EDT,2019-03-10,2019-03-10 21:27:00 UTC,Eastern Time (US & Canada),2618980,nilshelstrom,2020-03-21 06:10:13 UTC,2020-03-31 22:17:24 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/40346605,https://static.inaturalist.org/photos/64083784/medium.jpeg?1584770987,,"",Double footprint giving the false impression of a six-toed foot!,1,0,false,,"Wayne, NJ 07470, USA",40.9253725,-74.2765441,11979,,open,false,,,Common Raccoon,Procyon lotor,Common Raccoon,Mammalia,41663
40568169,2020-03-22,2020-03-22,,Hawaii,2659383,kaitlynruhf,2020-03-23 02:52:43 UTC,2020-05-29 16:10:13 UTC,research,,https://www.inaturalist.org/observations/40568169,https://static.inaturalist.org/photos/64295479/medium.jpg?1584931967,,"",Racoon footprints. ,2,0,false,2,"North Carolina, US",36.2211249747,-80.1676673069,352,obscured,open,true,gps,gps,Common Raccoon,Procyon lotor,Common Raccoon,Mammalia,41663
40650652,2020-03-20 10:18:45 AM PDT,2020-03-20,2020-03-20 17:18:45 UTC,Pacific Time (US & Canada),2657055,fooi101,2020-03-24 18:48:47 UTC,2020-05-16 16:40:02 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/40650652,https://static.inaturalist.org/photos/64436217/medium.jpeg?1585075735,,"",Unknown footprint. Seen along the trail facing Buena Vista Dr.,1,0,false,2,"MT MADONNA, CA 95076, USA",36.923869,-121.805513,,,open,false,gps,gps,Mule Deer,Odocoileus hemionus,Mule Deer,Mammalia,42220
40773932,Thu Mar 26 2020 15:02:03 GMT-0400 (EDT),2020-03-26,2020-03-26 19:02:03 UTC,Eastern Time (US & Canada),2643909,hannahjanee,2020-03-26 20:06:12 UTC,2020-06-01 14:24:28 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/40773932,https://static.inaturalist.org/photos/64635224/medium.jpg?1585253191,,"footprints, prints, footprint, tracks",About 1 1/2 to 2 inches wide,4,0,false,3,"Pine Lake, Silver Spring, MD, US",39.05494717,-77.0392305,5,,open,false,,,Common Raccoon,Procyon lotor,Common Raccoon,Mammalia,41663
40830591,2020/03/25 12:56 PM UTC,2020-03-25,2020-03-25 12:56:00 UTC,UTC,2676907,connorag,2020-03-27 18:44:03 UTC,2020-03-28 18:06:15 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/40830591,https://static.inaturalist.org/photos/64728246/medium.jpeg?1585334200,,"",a larger footprint from a white tail deer that I assume to be a buck,2,0,false,,"Medina County, OH, USA",41.1169055556,-81.8165972222,65,,open,false,,,White-tailed Deer,Odocoileus virginianus,White-tailed Deer,Mammalia,42223
40830601,2020/03/25 12:59 PM UTC,2020-03-25,2020-03-25 12:59:00 UTC,UTC,2676907,connorag,2020-03-27 18:44:06 UTC,2020-03-28 18:06:04 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/40830601,https://static.inaturalist.org/photos/64728822/medium.jpeg?1585334505,,"",a smaller whitetail deer footprint that I assume to be from a doe,2,0,false,,"Medina County, OH, USA",41.1167194444,-81.8169555556,65,,open,false,,,White-tailed Deer,Odocoileus virginianus,White-tailed Deer,Mammalia,42223
40905395,2020/03/28 2:31 PM +03,2020-03-28,2020-03-28 11:31:00 UTC,Istanbul,2232310,vbalys,2020-03-28 19:25:09 UTC,2020-03-28 21:49:52 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/40905395,https://static.inaturalist.org/photos/64850588/medium.jpg?1585422948,,"","Pėdsakas ir nagų žymės
Footprint and claw marks",1,0,false,,"Vilnius District Municipality, Lithuania",54.8739790283,24.8625570351,1182,,open,false,,,Barsukas,Meles meles,European Badger,Mammalia,855297
40932596,2020/01/13 5:32 PM EST,2020-01-13,2020-01-13 22:32:00 UTC,Eastern Time (US & Canada),170974,serguei_ponomarenko,2020-03-29 01:19:30 UTC,2020-03-29 01:19:31 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/40932596,https://static.inaturalist.org/photos/64896639/medium.jpeg?1585444713,,"",footprints on snow,0,0,false,,"Greenbelt, Ottawa, ON, Canada",45.3043464531,-75.8055296331,31,,open,false,,,American Red Squirrel,Tamiasciurus hudsonicus,American Red Squirrel,Mammalia,46260
40943476,2020/03/29 12:13 AM NZDT,2020-03-29,2020-03-28 11:13:00 UTC,Auckland,56932,lloyd_esler,2020-03-29 05:29:04 UTC,2020-05-12 01:58:16 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/40943476,https://static.inaturalist.org/photos/64915433/medium.jpeg?1585459726,,"",footprints,1,0,false,,"Invercargill, NZ-SO, NZ",-46.4909857147,168.3075589035,977,,open,false,,,Common Hedgehog,Erinaceus europaeus,Common Hedgehog,Mammalia,43042
40952573,Tue Mar 24 2020 17:47:12 GMT+0000 (GMT),2020-03-24,2020-03-24 17:47:12 UTC,UTC,843740,m_goddard,2020-03-29 11:25:35 UTC,2020-03-29 11:25:44 UTC,needs_id,,https://www.inaturalist.org/observations/40952573,https://static.inaturalist.org/photos/64932426/medium.jpg?1585481141,,"",Otter footprints?,0,0,false,3,"North Yorkshire, England, GB",54.1475937816,-1.5954848976,64,,obscured,true,,,,Lutra lutra,Eurasian Otter,Mammalia,41850
41061960,Mon Mar 30 2020 15:01:44 GMT-0400 (EDT),2020-03-30,2020-03-30 19:01:44 UTC,Eastern Time (US & Canada),2643909,hannahjanee,2020-03-30 19:26:01 UTC,2020-04-04 21:41:40 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/41061960,https://static.inaturalist.org/photos/65104225/medium.jpg?1585596494,,"animaltracks, tracks, footprints, prints",Found on a ball field at a park,2,0,false,3,"Riggs Rd, Gaithersburg, MD, US",39.20640333,-77.11761383,4124,,open,false,,,Wild Turkey,Meleagris gallopavo,Wild Turkey,Aves,906
41180124,2020/03/31 3:51 PM PDT,2020-03-31,2020-03-31 22:51:00 UTC,Pacific Time (US & Canada),218977,jozien,2020-04-01 18:45:54 UTC,2020-04-01 18:45:54 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/41180124,https://static.inaturalist.org/photos/65303930/medium.jpeg?1585766628,,"",Can we recognize a snow bunting by it's footprint?,0,0,false,,"Yukon, YT, Canada",60.60568,-136.13095,,,open,false,,,Snow Bunting,Plectrophenax nivalis,Snow Bunting,Aves,117059
41267549,2020-04-03 8:26:44 AM GMT+09:00,2020-04-03,2020-04-02 23:26:44 UTC,Osaka,2543429,akitamyoko,2020-04-03 00:25:46 UTC,2020-11-05 05:02:59 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/41267549,https://static.inaturalist.org/photos/65450699/medium.jpeg?1585873550,,"",Footprints of wild boar or Capricornis crispus. Can someone determine which?,0,0,false,2,日本、〒949-2312 新潟県上越市中郷区片貝,36.9619108333,138.23492,,,open,false,gps,gps,イノシシ,Sus scrofa,Wild Boar,Mammalia,42134
41268138,2020-04-01 9:15:26 AM EDT,2020-04-01,2020-04-01 13:15:26 UTC,Eastern Time (US & Canada),1013045,ezra9,2020-04-03 00:34:06 UTC,2020-08-17 09:28:29 UTC,needs_id,,https://www.inaturalist.org/observations/41268138,https://static.inaturalist.org/photos/65451600/medium.jpeg?1585874050,,"","Very small footprint, less than an inch. No claw marks visible.",0,0,false,2,,,,,private,,true,gps,gps,,Mammalia,Mammals,Mammalia,40151
41533071,Mon Apr 06 2020 11:09:00 GMT-0400 (EDT),2020-04-06,2020-04-06 15:09:00 UTC,Eastern Time (US & Canada),1286256,khandler,2020-04-06 15:27:04 UTC,2020-05-12 21:32:22 UTC,research,,https://www.inaturalist.org/observations/41533071,https://static.inaturalist.org/photos/65895793/medium.jpg?1586186836,,"",Footprints in dried sand/dirt (baseball diamond),1,0,false,3,"A. Mario Loiderman Middle School, Silver Spring, MD, US",39.0646078376,-77.0687382021,182,,open,false,,,Canada Goose,Branta canadensis,Canada Goose,Aves,7089
41588307,2020/04/07 12:02 AM AEST,2020-04-07,2020-04-06 14:02:00 UTC,Sydney,2571526,lisekool,2020-04-07 07:16:10 UTC,2020-04-07 07:17:16 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/41588307,https://static.inaturalist.org/photos/65985159/medium.jpg?1586243714,,"","Gulf Road fire went through this area in early November 2019. The area was severely burnt.

The large footprint suggests an Eastern Grey kangaroo.",0,0,false,,"Mystery Face Road, Torrington SCA, Torrington, Northern Tablelands, NSW Australia",-29.2964192354,151.6405985654,255,,,false,,,"Kangaroos, Wallabies, and Allies",Macropodidae,"Kangaroos, Wallabies and Allies",Mammalia,42864
41684720,2020-04-08 10:10:33 AM EDT,2020-04-08,2020-04-08 14:10:33 UTC,Eastern Time (US & Canada),1445859,tylerbhampton,2020-04-08 14:31:44 UTC,2020-04-14 18:26:44 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/41684720,https://static.inaturalist.org/photos/66955394/medium.jpeg?1586888800,,"",Footprints. Need ID help,0,0,false,2,"Waterloo, ON N2L 6R2, Canada",43.4815214359,-80.561898239,79,,,false,gps,gps,Mammals,Mammalia,Mammals,Mammalia,40151
41709115,2017/06/17 3:59 PM BST,2017-06-17,2017-06-17 14:59:00 UTC,Edinburgh,1527518,a_emmerson,2020-04-08 20:02:25 UTC,2020-07-17 19:24:22 UTC,research,CC-BY,https://www.inaturalist.org/observations/41709115,https://static.inaturalist.org/photos/66170028/medium.jpeg?1586375701,,"",Footprints on the pack ice,2,0,false,,Nordvest-Spitsbergen,79.8659106025,11.7897234745,3906,,obscured,true,,,Polar Bear,Ursus maritimus,Polar Bear,Mammalia,41644
41709116,2017/06/17 4:13 PM BST,2017-06-17,2017-06-17 15:13:00 UTC,Edinburgh,1527518,a_emmerson,2020-04-08 20:02:26 UTC,2020-07-17 19:24:20 UTC,research,CC-BY,https://www.inaturalist.org/observations/41709116,https://static.inaturalist.org/photos/66170061/medium.jpeg?1586375718,,"",Footprints on the pack ice,2,0,false,,Nordvest-Spitsbergen,79.8495403513,11.607330272,3906,,obscured,true,,,Polar Bear,Ursus maritimus,Polar Bear,Mammalia,41644
41951415,Sun Apr 12 2020 10:44:05 GMT+1200 (GMT+12),2020-04-12,2020-04-11 22:44:05 UTC,Auckland,2733994,jcphotography,2020-04-11 22:46:55 UTC,2020-04-12 19:23:58 UTC,needs_id,,https://www.inaturalist.org/observations/41951415,https://static.inaturalist.org/photos/66579101/medium.jpg?1586646905,,"",Looks like mouse footprints in tracking tunnel.,0,0,false,3,"Robinsons Road, Prebbleton, Canterbury, NZ",-43.6137161249,172.5038391114,165,,,false,,,,Rodentia,Rodents,Mammalia,43698
42056087,2020/04/13 1:36 PM NZST,2020-04-13,2020-04-13 01:36:00 UTC,Wellington,352588,mrutherford,2020-04-13 01:40:25 UTC,2020-04-13 02:12:57 UTC,needs_id,,https://www.inaturalist.org/observations/42056087,https://static.inaturalist.org/photos/66749732/medium.jpg?1586741875,,"","Observation from a friend
I asked what it tasted like but he wasnt game to try. 
apparently it smells like canned dog food. 
Footprints give some scale.
apparently about 1.8-1.9m long",1,0,false,,"Gisborne, NZ-GI-GB, NZ",-38.7803214706,178.1555522115,6156,obscured,,true,,,Cetaceans,Cetacea,Cetaceans,Mammalia,152871
42283396,Wed Apr 15 2020 15:39:58 GMT-0400 (EDT),2020-04-15,2020-04-15 19:39:58 UTC,Eastern Time (US & Canada),2752733,erinroberts002,2020-04-16 01:17:30 UTC,2020-04-29 17:21:10 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/42283396,https://static.inaturalist.org/photos/67129288/medium.jpg?1586999859,,"","I saw deer earlier in my yard this morning, and although i did not get pictures of the deer themselves, i was able to find fresh footprints ",2,0,false,3,,,,30,private,open,true,,,White-tailed Deer,Odocoileus virginianus,White-tailed Deer,Mammalia,42223
42292246,Wed Apr 15 2020 23:05:18 GMT-0500 (CDT),2020-04-15,2020-04-15 23:05:18 UTC,UTC,336990,mollyyunker,2020-04-16 04:14:52 UTC,2020-12-08 03:44:28 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/42292246,https://static.inaturalist.org/photos/67144606/medium.jpg?1587010495,,"",Three-toed footprint. Turkey??,0,0,false,3,"Oknoname 02710 Reservoir, Norman, OK, US",35.2450342842,-97.4127810168,32,,,false,,,,Anatidae,"Ducks, Geese, and Swans",Aves,6912
42487164,2020-04-18 5:32:00 PM GMT+02:00,2020-04-18,2020-04-18 15:32:00 UTC,Africa/Johannesburg,2092466,martin_galli,2020-04-18 17:08:50 UTC,2020-11-07 10:12:42 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/42487164,https://static.inaturalist.org/photos/67463166/medium.jpeg?1587229738,,"","I'm thinking Western Roe Deer.
I'm a bit surprised to see these footprints here.
They were in dry soil. Could be weeks old. ",2,0,false,2,"La Montade MAMP, 13013, 13013 Plan-de-Cuques, France",43.3634073141,5.4625912383,39,,open,false,gps,gps,Chevreuil européen,Capreolus capreolus,Western Roe Deer,Mammalia,42184
42544022,2018/10/17 12:24 PM PDT,2018-10-17,2018-10-17 19:24:00 UTC,Pacific Time (US & Canada),841568,lohump,2020-04-19 04:31:52 UTC,2020-12-14 13:37:56 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/42544022,https://static.inaturalist.org/photos/107314596/medium.jpeg?1607915550,,"","porcupine front and hind footprints, habitat, Morley Nelson Snake River Birds of Prey NCA",2,0,false,,"MNSNBOPNCA, Ada County, ID, USA",43.294,-116.424,,,open,false,,,North American Porcupine,Erethizon dorsatum,North American Porcupine,Mammalia,44026
42561427,Sun Mar 18 2018 13:36:58 GMT-0400 (GMT-4),2018-03-18,2018-03-18 16:36:58 UTC,Atlantic Time (Canada),2775858,miriam-beth,2020-04-19 12:26:23 UTC,2020-08-11 01:02:11 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/42561427,https://static.inaturalist.org/photos/67584531/medium.jpg?1587299208,,"",Footprints. Very large,3,0,false,3,"Potton, Potton, QC, CA",45.0416416667,-72.4302,,,open,false,,,Placental Mammals,Placentalia,Placental Mammals,Mammalia,848320
42649665,2020/04/20,2020-04-20,,Seoul,2027679,onidiras,2020-04-20 06:41:32 UTC,2020-12-23 11:53:49 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/42649665,https://static.inaturalist.org/photos/67728118/medium.jpg?1587363626,,"",발자국 footprint https://www.inaturalist.org/observation_fields/12916,0,0,false,,South Korea,36.5076919602,127.3194431548,676,,obscured,true,,,Hydropotes inermis argyropus,Hydropotes inermis argyropus,Korean Water Deer,Mammalia,860540
42688175,2020-04-20 2:53:07 PM GMT+03:00,2020-04-20,2020-04-20 11:53:07 UTC,Baghdad,2784116,livalegzdina,2020-04-20 18:38:08 UTC,2020-04-20 18:43:41 UTC,needs_id,,https://www.inaturalist.org/observations/42688175,https://static.inaturalist.org/photos/67792619/medium.jpeg?1587407896,,"",Footprint,0,0,false,2,"Jaunpils pagasts, LV-3145, Latvija",56.713416,22.9855893,,,open,false,gps,gps,European Badger,Meles meles,European Badger,Mammalia,855297
42706193,Tue Apr 07 2020 14:09:42 GMT-0400 (EDT),2020-04-07,2020-04-07 18:09:42 UTC,Eastern Time (US & Canada),2181386,jiezhu,2020-04-20 21:50:53 UTC,2020-05-16 02:41:07 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/42706193,https://static.inaturalist.org/photos/67819806/medium.jpg?1587419472,,"",Deer footprint,1,0,false,3,"Oxford, OH, US",39.49645333,-84.73303333,50,,open,false,,,White-tailed Deer,Odocoileus virginianus,White-tailed Deer,Mammalia,42223
42732225,2020-04-03 2:37:58 PM EDT,2020-04-03,2020-04-03 18:37:58 UTC,Eastern Time (US & Canada),2173425,otterpop384,2020-04-21 04:21:37 UTC,2020-06-06 13:32:34 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/42732225,https://static.inaturalist.org/photos/67863989/medium.jpeg?1587442905,,"",Footprints,2,0,false,2,"Linton Hall, Bristow, VA, USA",38.7488036461,-77.5532570109,11,,open,false,gps,gps,Common Raccoon,Procyon lotor,Common Raccoon,Mammalia,41663
42957443,2020/04/23 10:52 AM EDT,2020-04-23,2020-04-23 14:52:00 UTC,America/New_York,2816900,brianmills,2020-04-23 15:11:34 UTC,2020-04-28 13:15:32 UTC,casual,CC-BY-NC,https://www.inaturalist.org/observations/42957443,https://static.inaturalist.org/photos/68210450/medium.png?1587654305,,"","Footprint only fresh in mud, close to marker 43, x marks the spot",2,0,false,,"York, CA-ON, CA",43.8237135559,-79.5909985197,61,,obscured,true,,,Carnivorans,Carnivora,Carnivorans,Mammalia,41573
42993767,2020/04/23 12:44 PM EDT,2020-04-23,2020-04-23 16:44:00 UTC,Eastern Time (US & Canada),6570,rjm2,2020-04-23 21:14:25 UTC,2020-12-29 04:04:11 UTC,needs_id,CC-BY,https://www.inaturalist.org/observations/42993767,https://static.inaturalist.org/photos/68264928/medium.jpeg?1587676219,,"",Footprints of either beaver or muskrat.  the 5' berm between the ditch and Panzner Field E has been breached in two places by whoever this is,0,0,false,,"Summit County, OH, USA",41.0703888889,-81.6063527778,6,,open,false,,,American Beaver,Castor canadensis,American Beaver,Mammalia,43794
43168663,Wed Apr 15 2020 14:44:14 GMT-0500 (CDT),2020-04-15,2020-04-15 14:44:14 UTC,UTC,389870,scudderabend,2020-04-24 20:45:49 UTC,2020-04-24 20:45:59 UTC,needs_id,,https://www.inaturalist.org/observations/43168663,https://static.inaturalist.org/photos/68523788/medium.jpg?1587761155,,"","Footprints in the snow
",0,0,false,3,"78th Ave N, Maple Grove, MN, US",45.0979055,-93.4920966667,,,open,false,,,,Anas platyrhynchos,Mallard,Aves,6930
43198879,2020/04/24 9:59 AM EDT,2020-04-24,2020-04-24 13:59:00 UTC,Eastern Time (US & Canada),1761100,masswildlife,2020-04-24 22:52:34 UTC,2020-04-24 22:52:34 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/43198879,https://static.inaturalist.org/photos/68557104/medium.jpeg?1587766786,,"","Two footprints in shallow water, one towards upper left, one in lower right. Herman Covey Wildlife Management Area, Belchertown",0,0,false,,"Hampshire, Massachusetts, United States",42.252905,-72.33538,,,open,false,,,Great Blue Heron,Ardea herodias,Great Blue Heron,Aves,4956
43566111,2020-04-26 8:00:00 AM GMT+01:00,2020-04-26,2020-04-26 06:00:00 UTC,Amsterdam,2849633,yolanda78,2020-04-26 08:39:32 UTC,2020-08-10 10:26:30 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/43566111,https://static.inaturalist.org/photos/69120757/medium.jpg?1587890379,,"",Set up a food trap for a hedgehog but got moved and found this footprint of a fox. ,0,0,false,2,B30 1DW,52.4157731249,-1.9447882846,263,,open,false,gps,gps,European Fox,Vulpes vulpes crucigera,European Red Fox,Mammalia,1081616
43598282,2020-04-26,2020-04-26,,Rome,206393,fabnobili,2020-04-26 12:38:45 UTC,2020-04-26 13:16:28 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/43598282,https://static.inaturalist.org/photos/69167534/medium.jpeg?1587904720,,"",impronte - footprints,1,0,false,,"Torino, Piemonte, IT",45.011593,7.672401,23,,open,false,,,Capriolo,Capreolus capreolus,Western Roe Deer,Mammalia,42184
43599017,2020-04-26,2020-04-26,,Rome,206393,fabnobili,2020-04-26 12:42:47 UTC,2020-04-28 20:50:07 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/43599017,https://static.inaturalist.org/photos/69168613/medium.jpeg?1587904962,,"",impronte - footprints,1,0,false,,"Torino, Piemonte, IT",45.011593,7.672401,23,,open,false,,,Tasso Europeo,Meles meles,European Badger,Mammalia,855297
43615990,Sun Apr 26 2020 11:00:06 GMT+0100 (GMT+1),2020-04-26,2020-04-26 09:00:06 UTC,Amsterdam,1688506,wildintrigue,2020-04-26 14:06:53 UTC,2020-04-26 18:34:32 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/43615990,https://static.inaturalist.org/photos/69196559/medium.jpg?1587910747,,"",From our footprint tunnel (we have two hedgehogs visiting our garden!),1,0,false,3,"Great Britain, Hexham, England, GB",55.1746384599,-2.1661450188,13,,open,false,,,Common Hedgehog,Erinaceus europaeus,Common Hedgehog,Mammalia,43042
43778613,Sat Apr 25 2020 17:46:59 GMT-0700 (PDT),2020-04-25,2020-04-26 00:46:59 UTC,Pacific Time (US & Canada),952718,kamedaphor,2020-04-27 00:00:00 UTC,2020-06-05 16:19:04 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/43778613,https://static.inaturalist.org/photos/69434087/medium.jpg?1587945608,,"",Muddy footprints along a pipe.,3,0,false,3,"North Sunnyvale, Sunnyvale, CA, US",37.4240552997,-122.0157237053,61,,open,false,,,Common Raccoon,Procyon lotor,Common Raccoon,Mammalia,41663
43898545,2020/04/24 ,2020-04-24,,Eastern Time (US & Canada),491988,pucak,2020-04-27 14:45:43 UTC,2020-04-27 17:27:51 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/43898545,https://static.inaturalist.org/photos/69616636/medium.jpg?1587998607,,"Mammal, Odocoileus virginianus, White-tailed Deer, Footprint, Georgia, Walton County, WCH",,1,0,false,,"Walton County, GA, USA",33.8682529464,-83.6931888441,2,,open,false,,,White-tailed Deer,Odocoileus virginianus,White-tailed Deer,Mammalia,42223
44118467,2020/04/28 8:01 AM EDT,2020-04-28,2020-04-28 12:01:00 UTC,Eastern Time (US & Canada),1054256,josephthebirder,2020-04-28 13:27:56 UTC,2020-04-28 13:27:56 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/44118467,https://static.inaturalist.org/photos/69951518/medium.jpg?1588080370,,"",Found in an area where no people come through. Cast about for human footprints but none were to be seen but mine. Might be a runaway dog or it might not. ,0,0,false,,"Lindenwold, NJ, USA",39.8282575556,-74.9909055833,,,,false,,,Canines,Canidae,Canines,Mammalia,42043
44318901,Wed Apr 29 2020 18:11:48 GMT-0400 (EDT),2020-04-29,2020-04-29 22:11:48 UTC,Eastern Time (US & Canada),2208452,burkekelly_7,2020-04-30 00:09:51 UTC,2020-04-30 14:53:54 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/44318901,https://static.inaturalist.org/photos/70264680/medium.jpg?1588205412,,"",I was out mountain biking and have seen this herd of deer several times but have not been able to photograph them. Instead I was able to capture a photo of their footprints down by the little stream that runs along the trail. The weather was rainy and overcast and around 60degrees at the time of the photo. ,1,0,false,3,"Slippery Rock University of Pennsylvania, Slippery Rock, PA, US",41.0688556326,-80.0416377043,31,,open,false,,,White-tailed Deer,Odocoileus virginianus,White-tailed Deer,Mammalia,42223
44336548,2019/04/27 8:47 AM NZST,2019-04-27,2019-04-26 20:47:00 UTC,Wellington,160080,stbobservations,2020-04-30 03:37:56 UTC,2020-05-12 01:57:28 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/44336548,https://static.inaturalist.org/photos/70293955/medium.jpeg?1588217846,,"","Footprints, with lens cap so as to determine size",0,0,false,,"Hawera, New Zealand",-39.6059915013,174.2408195333,15,,open,false,,,Stoat,Mustela erminea,Stoat,Mammalia,41808
44403932,2020/04/30 1:35 PM CDT,2020-04-30,2020-04-30 18:35:00 UTC,Central Time (US & Canada),2530817,mariejeannette,2020-04-30 20:30:42 UTC,2020-09-10 20:43:17 UTC,needs_id,CC-BY-NC,https://www.inaturalist.org/observations/44403932,https://static.inaturalist.org/photos/70401698/medium.jpg?1588278529,,"",footprint,0,0,false,,"Highlands/Perkins, Baton Rouge, LA, USA",30.3917111111,-91.1172416667,5,,open,false,,,Great Blue Heron,Ardea herodias,Great Blue Heron,Aves,4956
44501944,Tue Apr 28 2020 18:24:57 GMT-0700 (PDT),2020-04-28,2020-04-29 01:24:57 UTC,Pacific Time (US & Canada),1823859,mbergross,2020-05-01 18:40:15 UTC,2020-05-03 17:54:53 UTC,needs_id,,https://www.inaturalist.org/observations/44501944,https://static.inaturalist.org/photos/70563890/medium.jpg?1588360697,,"",Does anyone know what species made these footprints?,1,0,false,3,"Redmond, OR, US",44.3447205747,-121.2386767288,357,,,false,,,Mammals,Mammalia,Mammals,Mammalia,40151
44503818,Tue Apr 28 2020 17:42:17 GMT-0700 (PDT),2020-04-28,2020-04-29 00:42:17 UTC,Pacific Time (US & Canada),1823859,mbergross,2020-05-01 18:57:15 UTC,2020-05-08 02:15:55 UTC,needs_id,,https://www.inaturalist.org/observations/44503818,https://static.inaturalist.org/photos/70564125/medium.jpg?1588360768,,"",Small footprint. Probably 1inch or so. Curious what species made this! ,1,0,false,3,"Redmond, OR, US",44.3455954838,-121.2472645117,22,,,false,,,Squirrels,Sciuridae,Squirrels,Mammalia,45933
